movieId,title,genres,director,casts
839,Crow: City of Angels, The (1996),Tim Pope,Vincent Perez| Mia Kirshner| Richard Brooks| Iggy Pop
840,House Arrest (1996),Children|Comedy,Harry Winer,Kyle Howard| Herbert Russell| Jamie Lee Curtis| Kevin Pollak
841,Eyes Without a Face (Yeux sans visage, Les) (1959),Georges Franju,Pierre Brasseur| Alida Valli| Juliette Mayniel| Alexandre Rignault
842,Tales from the Crypt Presents: Bordello of Blood (1996),Comedy|Horror,Gilbert Adler,Dennis Miller| Erika Eleniak| Chris Sarandon| Aubrey Morris
848,Spitfire Grill, The (1996),Lee David Zlotoff,Alison Elliott| Ellen Burstyn| Marcia Gay Harden| Will Patton
849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,John Carpenter,Kurt Russell| A
851,Basquiat (1996),Drama,Julian Schnabel,Jeffrey Wright| Michael Wincott| Benicio Del Toro| Claire Forlani
852,Tin Cup (1996),Comedy|Drama|Romance,Ron Shelton,Kevin Costner| Rene Russo| Don Johnson| Cheech Marin
858,Godfather, The (1972),Francis Ford Coppola,Marlon Brando| Al Pacino| James Caan| Richard S
861,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),Action|Comedy|Crime|Thriller,Stanley Tong,Jackie Chan| Michelle Yeoh| Maggie Cheung| Kenneth Tsang
866,Bound (1996),Crime|Drama|Romance|Thriller,Lana Wachowski| Lilly Wachowski,Jennifer Tilly| Gina Gershon| Joe Pantoliano| John P
867,Carpool (1996),Comedy|Crime,Arthur Hiller,Tom Arnold| David Paymer| Rhea Perlman| Rod Steiger
869,Kansas City (1996),Crime|Drama|Musical|Thriller,Robert Altman,Jennifer Jason Leigh| Miranda Richardson| Harry Belafonte| Michael Murphy
870,Gone Fishin' (1997),Comedy,Christopher Cain,Joe Pesci| Danny Glover| Rosanna Arquette| Lynn Whitfield
875,Nothing to Lose (1994),Action|Crime|Drama,Izidore K. Musallam,Alexandra Paul| Youssef Abed-Alnour| Paul Gleason| Michael V
876,Supercop 2 (Project S) (Chao ji ji hua) (1993),Action|Comedy|Crime|Thriller,Stanley Tong,Michelle Yeoh| Rongguang Yu| Emil Chau| Athena Chu
879,Relic, The (1997),Peter Hyams,Penelope Ann Miller| Tom Sizemore| Linda Hunt| James Whitmore
880,Island of Dr. Moreau, The (1996),John Frankenheimer| Richard Stanley,Marlon Brando| Val Kilmer| David Thewlis| Fairuza Balk
881,First Kid (1996),Children|Comedy,David Mickey Evans,Sinbad| Brock Pierce| Blake Boyd| Timothy Busfield
882,Trigger Effect, The (1996),David Koepp,Kyle MacLachlan| Elisabeth Shue| Dermot Mulroney| Richard T
885,Bogus (1996),Children|Drama|Fantasy,Norman Jewison,Whoopi Goldberg| Gérard Depardieu| Haley Joel Osment| Andrea Martin
886,Bulletproof (1996),Action|Comedy|Crime,Ernest R. Dickerson,Damon Wayans| Adam Sandler| James Caan| Jeep Swenson
888,Land Before Time III: The Time of the Great Giving (1995),Adventure|Animation|Children|Musical,Roy Allen Smith,Scott McAfee| Candace Hutson| Heather Hogan| Jeff Bennett
889,1-900 (06) (1994),Drama|Romance,Theo van Gogh,Ariane Schluter| Ad van Kempen
891,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),Horror|Thriller,Joe Chappelle,Donald Pleasence| Paul Rudd| Marianne Hagan| Mitchell Ryan
892,Twelfth Night (1996),Comedy|Drama|Romance,Trevor Nunn,Imogen Stubbs| Steven Mackintosh| Nicholas Farrell| Sidney Livingstone
893,Mother Night (1996),Drama,Keith Gordon,Nick Nolte| Tony Robinow| Michael McGill| Shimon Aviel
896,Wild Reeds (Les roseaux sauvages) (1994),Drama,André Téchiné,Élodie Bouchez| Gaël Morel| Stéphane Rideau| Frédéric Gorny
897,For Whom the Bell Tolls (1943),Adventure|Drama|Romance|War,Sam Wood,Gary Cooper| Ingrid Bergman| Akim Tamiroff| Arturo de Córdova
898,Philadelphia Story, The (1940),George Cukor,Cary Grant| Katharine Hepburn| James Stewart| Ruth Hussey
899,Singin' in the Rain (1952),Comedy|Musical|Romance,Stanley Donen| Gene Kelly,Gene Kelly| Donald O'Connor| Debbie Reynolds| Jean Hagen
900,American in Paris, An (1951),Vincente Minnelli,Gene Kelly| Leslie Caron| Oscar Levant| Georges Guétary
901,Funny Face (1957),Comedy|Musical,Stanley Donen,Audrey Hepburn| Fred Astaire| Kay Thompson| Michel Auclair
902,Breakfast at Tiffany's (1961),Drama|Romance,Blake Edwards,Audrey Hepburn| George Peppard| Patricia Neal| Buddy Ebsen
903,Vertigo (1958),Drama|Mystery|Romance|Thriller,Alfred Hitchcock,James Stewart| Kim Novak| Barbara Bel Geddes| Tom Helmore
904,Rear Window (1954),Mystery|Thriller,Alfred Hitchcock,James Stewart| Grace Kelly| Wendell Corey| Thelma Ritter
905,It Happened One Night (1934),Comedy|Romance,Frank Capra,Clark Gable| Claudette Colbert| Walter Connolly| Roscoe Karns
906,Gaslight (1944),Drama|Thriller,George Cukor,Charles Boyer| Ingrid Bergman| Joseph Cotten| May Whitty
907,Gay Divorcee, The (1934),Mark Sandrich,Fred Astaire| Ginger Rogers| Alice Brady| Edward Everett Horton
908,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller,Alfred Hitchcock,Cary Grant| Eva Marie Saint| James Mason| Jessie Royce Landis
909,Apartment, The (1960),Billy Wilder,Jack Lemmon| Shirley MacLaine| Fred MacMurray| Ray Walston
910,Some Like It Hot (1959),Comedy|Crime,Billy Wilder,Marilyn Monroe| Tony Curtis| Jack Lemmon| George Raft
911,Charade (1963),Comedy|Crime|Mystery|Romance|Thriller,Stanley Donen,Cary Grant| Audrey Hepburn| Walter Matthau| James Coburn
912,Casablanca (1942),Drama|Romance,Michael Curtiz,Humphrey Bogart| Ingrid Bergman| Paul Henreid| Claude Rains
913,Maltese Falcon, The (1941),John Huston,Humphrey Bogart| Mary Astor| Gladys George| Peter Lorre
914,My Fair Lady (1964),Comedy|Drama|Musical|Romance,George Cukor,Audrey Hepburn| Rex Harrison| Stanley Holloway| Wilfrid Hyde-White
915,Sabrina (1954),Comedy|Romance,Billy Wilder,Humphrey Bogart| Audrey Hepburn| William Holden| Walter Hampden
916,Roman Holiday (1953),Comedy|Drama|Romance,William Wyler,Gregory Peck| Audrey Hepburn| Eddie Albert| Hartley Power
917,Little Princess, The (1939),Walter Lang| William A. Seiter,Shirley Temple| Richard Greene| Anita Louise| Ian Hunter
918,Meet Me in St. Louis (1944),Musical,Vincente Minnelli,Judy Garland| Margaret O'Brien| Mary Astor| Lucille Bremer
919,Wizard of Oz, The (1939),Victor Fleming| George Cukor| Mervyn LeRoy| Norman Taurog| Richard Thorpe| King Vidor,Judy Garland| Frank Morgan| Ray Bolger| Bert Lahr
920,Gone with the Wind (1939),Drama|Romance|War,Victor Fleming| George Cukor| Sam Wood,Thomas Mitchell| Barbara O'Neil| Vivien Leigh| Evelyn Keyes
921,My Favorite Year (1982),Comedy,Richard Benjamin,Peter O'Toole| Mark Linn-Baker| Jessica Harper| Joseph Bologna
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance,Billy Wilder,William Holden| Gloria Swanson| Erich von Stroheim| Nancy Olson
923,Citizen Kane (1941),Drama|Mystery,Orson Welles,Joseph Cotten| Dorothy Comingore| Agnes Moorehead| Ruth Warrick
924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,Stanley Kubrick,Keir Dullea| Gary Lockwood| William Sylvester| Daniel Richter
926,All About Eve (1950),Drama,Joseph L. Mankiewicz,Bette Davis| Anne Baxter| George Sanders| Celeste Holm
927,Women, The (1939),George Cukor,Norma Shearer| Joan Crawford| Rosalind Russell| Mary Boland
928,Rebecca (1940),Drama|Mystery|Romance|Thriller,Alfred Hitchcock,Laurence Olivier| Joan Fontaine| George Sanders| Judith Anderson
929,Foreign Correspondent (1940),Drama|Film-Noir|Mystery|Thriller,Alfred Hitchcock,Joel McCrea| Laraine Day| Herbert Marshall| George Sanders
930,Notorious (1946),Film-Noir|Romance|Thriller,Alfred Hitchcock,Cary Grant| Ingrid Bergman| Claude Rains| Louis Calhern
931,Spellbound (1945),Mystery|Romance|Thriller,Alfred Hitchcock,Ingrid Bergman| Gregory Peck| Michael Chekhov| Leo G
932,Affair to Remember, An (1957),Leo McCarey,Cary Grant| Deborah Kerr| Richard Denning| Neva Patterson
933,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller,Alfred Hitchcock,Cary Grant| Grace Kelly| Jessie Royce Landis| John Williams
934,Father of the Bride (1950),Comedy,Vincente Minnelli,Spencer Tracy| Joan Bennett| Elizabeth Taylor| Don Taylor
935,Band Wagon, The (1953),Vincente Minnelli,Fred Astaire| Cyd Charisse| Oscar Levant| Nanette Fabray
936,Ninotchka (1939),Comedy|Romance,Ernst Lubitsch,Greta Garbo| Melvyn Douglas| Ina Claire| Bela Lugosi
937,Love in the Afternoon (1957),Comedy|Romance,Billy Wilder,Gary Cooper| Audrey Hepburn| Maurice Chevalier| John McGiver
938,Gigi (1958),Musical,Vincente Minnelli| Charles Walters,Leslie Caron| Maurice Chevalier| Louis Jourdan| Hermione Gingold
940,Adventures of Robin Hood, The (1938),Michael Curtiz| William Keighley,Errol Flynn| Olivia de Havilland| Basil Rathbone| Claude Rains
941,Mark of Zorro, The (1940),Rouben Mamoulian,Tyrone Power| Linda Darnell| Basil Rathbone| Gale Sondergaard
942,Laura (1944),Crime|Film-Noir|Mystery,Otto Preminger,Gene Tierney| Dana Andrews| Clifton Webb| Vincent Price
943,Ghost and Mrs. Muir, The (1947),Joseph L. Mankiewicz,Gene Tierney| Rex Harrison| George Sanders| Edna Best
944,Lost Horizon (1937),Drama,Frank Capra,Ronald Colman| Jane Wyatt| Edward Everett Horton| John Howard
945,Top Hat (1935),Comedy|Musical|Romance,Mark Sandrich,Fred Astaire| Ginger Rogers| Edward Everett Horton| Erik Rhodes
946,To Be or Not to Be (1942),Comedy|Drama|War,Ernst Lubitsch,Carole Lombard| Jack Benny| Robert Stack| Felix Bressart
947,My Man Godfrey (1936),Comedy|Romance,Gregory La Cava,William Powell| Carole Lombard| Alice Brady| Gail Patrick
948,Giant (1956),Drama|Romance|Western,George Stevens,Elizabeth Taylor| Rock Hudson| James Dean| Carroll Baker
949,East of Eden (1955),Drama,Elia Kazan,Julie Harris| James Dean| Raymond Massey| Burl Ives
950,Thin Man, The (1934),W.S. Van Dyke,William Powell| Myrna Loy| Maureen O'Sullivan| Nat Pendleton
951,His Girl Friday (1940),Comedy|Romance,Howard Hawks,Cary Grant| Rosalind Russell| Ralph Bellamy| Gene Lockhart
952,Around the World in 80 Days (1956),Adventure|Comedy,Michael Anderson| John Farrow,Cantinflas| Finlay Currie| Robert Morley| Ronald Squire
953,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance,Frank Capra,James Stewart| Donna Reed| Lionel Barrymore| Thomas Mitchell
954,Mr. Smith Goes to Washington (1939),Drama,Frank Capra,Jean Arthur| James Stewart| Claude Rains| Edward Arnold
955,Bringing Up Baby (1938),Comedy|Romance,Howard Hawks,Katharine Hepburn| Cary Grant| Charles Ruggles| Walter Catlett
956,Penny Serenade (1941),Drama|Romance,George Stevens,Irene Dunne| Cary Grant| Beulah Bondi| Edgar Buchanan
959,Of Human Bondage (1934),Drama,John Cromwell,Leslie Howard| Bette Davis| Frances Dee| Kay Johnson
961,Little Lord Fauntleroy (1936),Drama,John Cromwell,Freddie Bartholomew| Dolores Costello| C
963,Inspector General, The (1949),Henry Koster,Danny Kaye| Walter Slezak| Barbara Bates| Elsa Lanchester
965,39 Steps, The (1935),Alfred Hitchcock,Robert Donat| Madeleine Carroll| Lucie Mannheim| Godfrey Tearle
968,Night of the Living Dead (1968),Horror|Sci-Fi|Thriller,George A. Romero,Duane Jones| Judith O'Dea| Karl Hardman| Marilyn Eastman
969,African Queen, The (1951),John Huston,Humphrey Bogart| Katharine Hepburn| Robert Morley| Peter Bull
970,Beat the Devil (1953),Adventure|Comedy|Crime|Drama|Romance,John Huston,Humphrey Bogart| Jennifer Jones| Gina Lollobrigida| Robert Morley
971,Cat on a Hot Tin Roof (1958),Drama,Richard Brooks,Elizabeth Taylor| Paul Newman| Burl Ives| Jack Carson
973,Meet John Doe (1941),Comedy|Drama,Frank Capra,Gary Cooper| Barbara Stanwyck| Edward Arnold| Walter Brennan
976,Farewell to Arms, A (1932),Frank Borzage,Helen Hayes| Gary Cooper| Adolphe Menjou| Mary Philips
979,Nothing Personal (1995),Drama|War,Thaddeus O'Sullivan,Ian Hart| John Lynch| James Frain| Michael Gambon
981,Dangerous Ground (1997),Drama,Darrell Roodt,Thokozani Nkosi| Ron Smerczak| Wilson Dunster| Ice Cube
982,Picnic (1955),Drama,Joshua Logan,William Holden| Kim Novak| Betty Field| Susan Strasberg
984,Pompatus of Love, The (1996),Richard Schenkman,Adrian Pasdar| Paige Turco| Arabella Field| Dana Wheeler-Nicholson
986,Fly Away Home (1996),Adventure|Children,Carroll Ballard,Jeff Daniels| Anna Paquin| Dana Delany| Terry Kinney
987,Bliss (1997),Drama|Romance,Lance Young,Craig Sheffer| Sheryl Lee| Terence Stamp| Casey Siemaszko
988,Grace of My Heart (1996),Comedy|Drama,Allison Anders,Illeana Douglas| Sissy Boyd| Christina Pickles| Jill Sobule
990,Maximum Risk (1996),Action|Adventure|Thriller,Ringo Lam,Jean-Claude Van Damme| Natasha Henstridge| Jean-Hugues Anglade| Zach Grenier
991,Michael Collins (1996),Drama,Neil Jordan,Ian Hart| Julia Roberts| Richard Ingram| Liam Neeson
993,Infinity (1996),Drama,Matthew Broderick,Matthew Broderick| Jeffrey Force| Peter Riegert| David Drew Gallagher
994,Big Night (1996),Comedy|Drama,Campbell Scott| Stanley Tucci,Marc Anthony| Tony Shalhoub| Stanley Tucci| Larry Block
996,Last Man Standing (1996),Action|Crime|Drama|Thriller,Walter Hill,Bruce Willis| Bruce Dern| William Sanderson| Christopher Walken
998,Set It Off (1996),Action|Crime,F. Gary Gray,Jada Pinkett Smith| Queen Latifah| Vivica A
999,2 Days in the Valley (1996),Crime|Film-Noir,John Herzfeld,Danny Aiello| Greg Cruttwell| Jeff Daniels| Teri Hatcher
1003,Extreme Measures (1996),Drama|Thriller,Michael Apted,Hugh Grant| Gene Hackman| Sarah Jessica Parker| David Morse
1004,Glimmer Man, The (1996),John Gray,Steven Seagal| Keenen Ivory Wayans| Bob Gunton| Brian Cox
1005,D3: The Mighty Ducks (1996),Children|Comedy,Robert Lieberman,Emilio Estevez| Jeffrey Nordling| David Selby| Heidi Kling
1006,Chamber, The (1996),James Foley,Chris O'Donnell| Gene Hackman| Faye Dunaway| Robert Prosky
1007,Apple Dumpling Gang, The (1975),Norman Tokar,Bill Bixby| Susan Clark| Don Knotts| Tim Conway
1008,Davy Crockett, King of the Wild Frontier (1955),Norman Foster,Fess Parker| Buddy Ebsen| Basil Ruysdael| Hans Conried
1009,Escape to Witch Mountain (1975),Adventure|Children|Fantasy,John Hough,Eddie Albert| Ray Milland| Donald Pleasence| Kim Richards
1010,Love Bug, The (1969),Robert Stevenson,Dean Jones| Michele Lee| David Tomlinson| Buddy Hackett
1011,Herbie Rides Again (1974),Children|Comedy|Fantasy|Romance,Robert Stevenson,Helen Hayes| Ken Berry| Stefanie Powers| John McIntire
1012,Old Yeller (1957),Children|Drama,Robert Stevenson,Dorothy McGuire| Fess Parker| Jeff York| Chuck Connors
1013,Parent Trap, The (1961),David Swift,Hayley Mills| Maureen O'Hara| Brian Keith| Charles Ruggles
1014,Pollyanna (1960),Children|Comedy|Drama,David Swift,Hayley Mills| Jane Wyman| Richard Egan| Karl Malden
1015,Homeward Bound: The Incredible Journey (1993),Adventure|Children|Drama,Duwayne Dunham,Don Alder| Ed Bernard| Kevin Chevalia| Anne Christianson
1016,Shaggy Dog, The (1959),Charles Barton,Fred MacMurray| Jean Hagen| Tommy Kirk| Annette Funicello
1017,Swiss Family Robinson (1960),Adventure|Children,Ken Annakin,John Mills| Dorothy McGuire| James MacArthur| Janet Munro
1018,That Darn Cat! (1965),Children|Comedy|Mystery,Robert Stevenson,Hayley Mills| Dean Jones| Dorothy Provine| Roddy McDowall
1019,20,000 Leagues Under the Sea (1954),Richard Fleischer,Kirk Douglas| James Mason| Paul Lukas| Peter Lorre
1020,Cool Runnings (1993),Comedy,Jon Turteltaub,Leon| Doug E
1021,Angels in the Outfield (1994),Children|Comedy,William Dear,Danny Glover| Brenda Fricker| Tony Danza| Christopher Lloyd
1022,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance,Clyde Geronimi| Wilfred Jackson| Hamilton Luske,Ilene Woods| Eleanor Audley| Verna Felton| Claire Du Brey
1023,Winnie the Pooh and the Blustery Day (1968),Animation|Children|Musical,Wolfgang Reitherman| Ben Sharpsteen,Sebastian Cabot| Sterling Holloway| John Fiedler| Jon Walmsley
1024,Three Caballeros, The (1945),Norman Ferguson| Clyde Geronimi| Jack Kinney| Bill Roberts| Harold Young,Aurora Miranda| Carmen Molina| Dora Luz| Sterling Holloway
1025,Sword in the Stone, The (1963),Wolfgang Reitherman| Clyde Geronimi| David Hand,Sebastian Cabot| Karl Swenson| Rickie Sorensen| Junius Matthews
1027,Robin Hood: Prince of Thieves (1991),Adventure|Drama,Kevin Reynolds,Kevin Costner| Morgan Freeman| Mary Elizabeth Mastrantonio| Christian Slater
1028,Mary Poppins (1964),Children|Comedy|Fantasy|Musical,Robert Stevenson,Julie Andrews| Dick Van Dyke| David Tomlinson| Glynis Johns
1029,Dumbo (1941),Animation|Children|Drama|Musical,Samuel Armstrong| Norman Ferguson| Wilfred Jackson| Jack Kinney| Bill Roberts| Ben Sharpsteen| John Elliotte,Herman Bing| Billy Bletcher| Edward Brophy| Hall Johnson Choir
1030,Pete's Dragon (1977),Adventure|Animation|Children|Musical,Don Chaffey| Don Bluth,Helen Reddy| Jim Dale| Mickey Rooney| Red Buttons
1031,Bedknobs and Broomsticks (1971),Adventure|Children|Musical,Robert Stevenson| Ward Kimball,Angela Lansbury| David Tomlinson| Roddy McDowall| Sam Jaffe
1032,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical,Clyde Geronimi| Wilfred Jackson| Hamilton Luske| Jack Kinney,Kathryn Beaumont| Ed Wynn| Richard Haydn| Sterling Holloway
1033,Fox and the Hound, The (1981),Ted Berman| Richard Rich| Art Stevens| David Hand| Wolfgang Reitherman,Mickey Rooney| Kurt Russell| Pearl Bailey| Jack Albertson
1034,Freeway (1996),Comedy|Crime|Drama|Thriller,Matthew Bright,Kiefer Sutherland| Reese Witherspoon| Bokeem Woodbine| Paul Perri
1035,Sound of Music, The (1965),Robert Wise,Julie Andrews| Christopher Plummer| Eleanor Parker| Richard Haydn
1036,Die Hard (1988),Action|Crime|Thriller,John McTiernan,Bruce Willis| Bonnie Bedelia| Reginald VelJohnson| Paul Gleason
1037,Lawnmower Man, The (1992),Brett Leonard,Jeff Fahey| Pierce Brosnan| Jenny Wright| Mark Bringelson
1040,Secret Agent, The (1996),Christopher Hampton,Bob Hoskins| Patricia Arquette| Gérard Depardieu| Jim Broadbent
1041,Secrets & Lies (1996),Drama,Mike Leigh,Timothy Spall| Phyllis Logan| Brenda Blethyn| Claire Rushbrook
1042,That Thing You Do! (1996),Comedy|Drama,Tom Hanks,Tom Everett Scott| Liv Tyler| Johnathon Schaech| Steve Zahn
1043,To Gillian on Her 37th Birthday (1996),Drama|Romance,Michael Pressman,Peter Gallagher| Michelle Pfeiffer| Claire Danes| Laurie Fortier
1046,Beautiful Thing (1996),Drama|Romance,Hettie Macdonald,Linda Henry| Glen Berry| Scott Neal| Tameka Empson
1047,Long Kiss Goodnight, The (1996),Renny Harlin,Geena Davis| Samuel L
1049,Ghost and the Darkness, The (1996),Stephen Hopkins,Michael Douglas| Val Kilmer| Tom Wilkinson| John Kani
1050,Looking for Richard (1996),Documentary|Drama,Al Pacino,Penelope Allen| Gordon MacDonald| Madison Arnold| Vincent Angell
1051,Trees Lounge (1996),Drama,Steve Buscemi,Carol Kane| Mark Boone Junior| Steve Buscemi| Bronson Dudley
1053,Normal Life (1996),Crime|Drama|Romance,John McNaughton,Ashley Judd| Luke Perry| Bruce A
1054,Get on the Bus (1996),Drama,Spike Lee,Richard Belzer| De'aundre Bonds| Andre Braugher| Thomas Jefferson Byrd
1055,Shadow Conspiracy (1997),Thriller,George P. Cosmatos,Charlie Sheen| Donald Sutherland| Linda Hamilton| Stephen Lang
1056,Jude (1996),Drama,Michael Winterbottom,Christopher Eccleston| Kate Winslet| Liam Cunningham| Rachel Griffiths
1057,Everyone Says I Love You (1996),Comedy|Musical|Romance,Woody Allen,Edward Norton| Drew Barrymore| Diva Gray| Ami Almendral
1059,William Shakespeare's Romeo + Juliet (1996),Drama|Romance,Baz Luhrmann,Leonardo DiCaprio| Claire Danes| John Leguizamo| Harold Perrineau
1060,Swingers (1996),Comedy|Drama,Doug Liman,Jon Favreau| Vince Vaughn| Ron Livingston| Patrick Van Horn
1061,Sleepers (1996),Thriller,Barry Levinson,Kevin Bacon| Billy Crudup| Robert De Niro| Ron Eldard
1064,Aladdin and the King of Thieves (1996),Animation|Children|Comedy|Fantasy|Musical|Romance,Tad Stones,Val Bettin| Jim Cummings| Gilbert Gottfried| Linda Larkin
1066,Shall We Dance (1937),Comedy|Musical|Romance,Mark Sandrich,Fred Astaire| Ginger Rogers| Edward Everett Horton| Eric Blore
1068,Crossfire (1947),Crime|Film-Noir,Edward Dmytryk,Robert Young| Robert Mitchum| Robert Ryan| Gloria Grahame
1073,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,Mel Stuart,Gene Wilder| Jack Albertson| Peter Ostrum| Roy Kinnear
1076,Innocents, The (1961),Jack Clayton,Deborah Kerr| Peter Wyngarde| Megs Jenkins| Michael Redgrave
1077,Sleeper (1973),Comedy|Sci-Fi,Woody Allen,Woody Allen| Diane Keaton| John Beck| Mary Gregory
1078,Bananas (1971),Comedy|War,Woody Allen,Woody Allen| Louise Lasser| Carlos Montalbán| Nati Abascal
1079,Fish Called Wanda, A (1988),Charles Crichton| John Cleese,John Cleese| Jamie Lee Curtis| Kevin Kline| Michael Palin
1080,Monty Python's Life of Brian (1979),Comedy,Terry Jones,Graham Chapman| John Cleese| Terry Gilliam| Eric Idle
1081,Victor/Victoria (1982),Comedy|Musical|Romance,Blake Edwards,Julie Andrews| James Garner| Robert Preston| Lesley Ann Warren
1082,Candidate, The (1972),Michael Ritchie,Robert Redford| Peter Boyle| Melvyn Douglas| Don Porter
1083,Great Race, The (1965),Blake Edwards,Jack Lemmon| Tony Curtis| Natalie Wood| Peter Falk
1084,Bonnie and Clyde (1967),Crime|Drama,Arthur Penn,Warren Beatty| Faye Dunaway| Michael J
1085,Old Man and the Sea, The (1958),John Sturges| Fred Zinnemann,Spencer Tracy| Felipe Pazos| Harry Bellaver| Richard Alameda
1086,Dial M for Murder (1954),Crime|Mystery|Thriller,Alfred Hitchcock,Ray Milland| Grace Kelly| Robert Cummings| John Williams
1088,Dirty Dancing (1987),Drama|Musical|Romance,Emile Ardolino,Jennifer Grey| Patrick Swayze| Jerry Orbach| Cynthia Rhodes
1089,Reservoir Dogs (1992),Crime|Mystery|Thriller,Quentin Tarantino,Harvey Keitel| Tim Roth| Michael Madsen| Chris Penn
1090,Platoon (1986),Drama|War,Oliver Stone,Keith David| Forest Whitaker| Francesco Quinn| Kevin Dillon
1091,Weekend at Bernie's (1989),Comedy,Ted Kotcheff,Andrew McCarthy| Jonathan Silverman| Catherine Mary Stewart| Terry Kiser
1092,Basic Instinct (1992),Crime|Mystery|Thriller,Paul Verhoeven,Michael Douglas| Sharon Stone| George Dzundza| Jeanne Tripplehorn
1093,Doors, The (1991),Oliver Stone,Val Kilmer| Meg Ryan| Kyle MacLachlan| Frank Whaley
1094,Crying Game, The (1992),Neil Jordan,Forest Whitaker| Miranda Richardson| Stephen Rea| Adrian Dunbar
1095,Glengarry Glen Ross (1992),Drama,James Foley,Al Pacino| Jack Lemmon| Alec Baldwin| Alan Arkin
1096,Sophie's Choice (1982),Drama,Alan J. Pakula,Meryl Streep| Kevin Kline| Peter MacNicol| Rita Karin
1097,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,Steven Spielberg,Dee Wallace| Henry Thomas| Peter Coyote| Robert MacNaughton
1099,Christmas Carol, A (1938),Edwin L. Marin,Reginald Owen| Gene Lockhart| Kathleen Lockhart| Terry Kilburn
1100,Days of Thunder (1990),Action|Drama|Romance,Tony Scott,Tom Cruise| Robert Duvall| Nicole Kidman| Randy Quaid
1101,Top Gun (1986),Action|Romance,Tony Scott,Tom Cruise| Kelly McGillis| Val Kilmer| Anthony Edwards
1103,Rebel Without a Cause (1955),Drama,Nicholas Ray,James Dean| Natalie Wood| Sal Mineo| Jim Backus
1104,Streetcar Named Desire, A (1951),Elia Kazan,Vivien Leigh| Marlon Brando| Kim Hunter| Karl Malden
1105,Children of the Corn IV: The Gathering (1996),Horror,Greg Spence,Naomi Watts| Jamie Renée Smith| Karen Black| Mark Salling
1107,Loser (1991),Comedy,Erik Burke,Brendan Kelly| John Salemmo| Nadine Miral| Bernice DeLeo
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,Claude Nuridsany| Marie Pérennou,Jacques Perrin| Kristin Scott Thomas
1112,Palookaville (1996),Action|Comedy|Drama,Alan Taylor,William Forsythe| Vincent Gallo| Adam Trese| Gareth Williams
1114,Funeral, The (1996),Abel Ferrara,Christopher Walken| Chris Penn| Annabella Sciorra| Isabella Rossellini
1116,Single Girl, A (Fille seule,Benoît Jacquot,Virginie Ledoyen| Benoît Magimel| Dominique Valadié| Michel Bompoil
1117,Eighth Day, The (Huitième jour,Jaco Van Dormael,Daniel Auteuil| Pascal Duquenne| Miou-Miou| Henri Garcin
1119,Drunks (1995),Drama,Peter Cohn,Richard Lewis| Liza Harris| Liam Ahern| George Martin
1120,People vs. Larry Flynt, The (1996),Milos Forman,Woody Harrelson| Courtney Love| Edward Norton| Brett Harrelson
1121,Glory Daze (1995),Drama,Rich Wilkes,Ben Affleck| Sam Rockwell| Megan Ward| French Stewart
1123,Perfect Candidate, A (1996),R.J. Cutler| David Van Taylor,Don Baker| Mark Goodin| Mark Merritt| Peter Baker
1124,On Golden Pond (1981),Drama,Mark Rydell,Katharine Hepburn| Henry Fonda| Jane Fonda| Doug McKeon
1125,Return of the Pink Panther, The (1975),Blake Edwards,Peter Sellers| Christopher Plummer| Catherine Schell| Herbert Lom
1126,Drop Dead Fred (1991),Comedy|Fantasy,Ate de Jong,Phoebe Cates| Rik Mayall| Marsha Mason| Tim Matheson
1127,Abyss, The (1989),James Cameron,Ed Harris| Mary Elizabeth Mastrantonio| Michael Biehn| Leo Burmester
1128,Fog, The (1980),John Carpenter,Adrienne Barbeau| Jamie Lee Curtis| Janet Leigh| John Houseman
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,John Carpenter,Kurt Russell| Lee Van Cleef| Ernest Borgnine| Donald Pleasence
1130,Howling, The (1980),Joe Dante,Dee Wallace| Patrick Macnee| Dennis Dugan| Christopher Stone
1131,Jean de Florette (1986),Drama|Mystery,Claude Berri,Yves Montand| Gérard Depardieu| Daniel Auteuil| Elisabeth Depardieu
1132,Manon of the Spring (Manon des sources) (1986),Drama,Claude Berri,Yves Montand| Daniel Auteuil| Emmanuelle Béart| Hippolyte Girardot
1135,Private Benjamin (1980),Comedy,Howard Zieff,Goldie Hawn| Eileen Brennan| Armand Assante| Robert Webber
