movieId,title,genres,director,casts
103688,Conjuring, The (2013),Horror|Thriller,James Wan,Vera Farmiga| Patrick Wilson| Lili Taylor| Ron Livingston
103755,Turbo (2013),Adventure|Animation|Children|Comedy|Fantasy,David Soren,Ryan Reynolds| Paul Giamatti| Michael Peña| Samuel L
103772,Wolverine, The (2013),Action|Adventure|Fantasy|Sci-Fi,James Mangold,Hugh Jackman| Tao Okamoto| Rila Fukushima| Hiroyuki Sanada
103801,Drinking Buddies (2013),Comedy|Drama|Romance,Joe Swanberg,Olivia Wilde| Jake Johnson| Anna Kendrick| Ron Livingston
103810,Red 2 (2013),Action|Comedy|Crime|Thriller,Dean Parisot,Bruce Willis| John Malkovich| Mary-Louise Parker| Helen Mirren
103819,Coffee Town (2013),Comedy,Brad Copeland,Glenn Howerton| Steve Little| Ben Schwartz| Josh Groban
103865,Revenge for Jolly! (2012),Comedy|Drama,Chadd Harbold,Brian Petsos| Kristen Wiig| Elijah Wood| Oscar Isaac
103883,2 Guns (2013),Action|Comedy|Crime,Baltasar Kormákur,Denzel Washington| Mark Wahlberg| Paula Patton| Edward James Olmos
103980,Blue Jasmine (2013),Drama,Woody Allen,Cate Blanchett| Joy Carlin| Richard Conti| Glen Caspillo
103984,Great Beauty, The (Grande Bellezza, La) (2013),Comedy|Drama,Paolo Sorrentino,Toni Servillo| Carlo Verdone| Sabrina Ferilli| Carlo Buccirosso
104017,3 dev adam (Three Giant Men) (1973) ,Action|Adventure|Sci-Fi,T. Fikret Uçak,Aytekin Akkaya| Deniz Erkanat| Yavuz Selekman| Tevfik Sen
104069,Louis C.K.: Oh My God (2013),Comedy,Louis C.K.,Louis C
104074,Percy Jackson: Sea of Monsters (2013),Adventure|Children|Fantasy,Thor Freudenthal,Logan Lerman| Alexandra Daddario| Douglas Smith| Leven Rambin
104076,Smurfs 2, The (2013),Animation|Children|Comedy,Raja Gosnell,Hank Azaria| Neil Patrick Harris| Brendan Gleeson| Jayma Mays
104078,Alan Partridge: Alpha Papa (2013),Comedy,Declan Lowney,Colm Meaney| Steve Coogan| Tim Key| Karl Theobald
104129,Man of Tai Chi (2013),Action|IMAX,Keanu Reeves,Tiger Hu Chen| Keanu Reeves| Karen Mok| Hai Yu
104141,Batman: Mystery of the Batwoman (2003),Action|Animation|Children|Crime,Jennifer Graves| Tim Maltby| Curt Geda,Kevin Conroy| Kimberly Brooks| Kelly Ripa| Elisa Gabrielli
104211,We're the Millers (2013),Comedy|Crime,Rawson Marshall Thurber,Jennifer Aniston| Jason Sudeikis| Emma Roberts| Will Poulter
104218,Grown Ups 2 (2013),Comedy,Dennis Dugan,Adam Sandler| Kevin James| Chris Rock| David Spade
104241,Kick-Ass 2 (2013),Action|Comedy|Crime,Jeff Wadlow,Aaron Taylor-Johnson| Chloë Grace Moretz| Morris Chestnut| Claudia Lee
104243,Riddick (2013),Action|Sci-Fi|Thriller|IMAX,David Twohy,Vin Diesel| Jordi Mollà| Matt Nable| Katee Sackhoff
104245,Planes (2013),Adventure|Animation|Comedy,Klay Hall,Dane Cook| Stacy Keach| Brad Garrett| Teri Hatcher
104272,Blackfish (2013),Documentary,Gabriela Cowperthwaite,Tilikum| John Hargrove| Samantha Berg| Mark Simmons
104283,Wind Rises, The (Kaze tachinu) (2013),Animation|Drama|Romance,Hayao Miyazaki,Hideaki Anno| Hidetoshi Nishijima| Miori Takimoto| Masahiko Nishimura
104303,Jobs (2013),Drama,Joshua Michael Stern,Ashton Kutcher| Dermot Mulroney| Josh Gad| Lukas Haas
104337,Lee Daniels' The Butler (2013),Drama,Lee Daniels,Forest Whitaker| David Banner| Michael Rainey Jr
104339,In a World... (2013),Comedy,Lake Bell,Lake Bell| Rob Corddry| Alexandra Holden| Eva Longoria
104374,About Time (2013),Drama|Fantasy|Romance,Richard Curtis,Domhnall Gleeson| Rachel McAdams| Bill Nighy| Lydia Wilson
104419,Justice League: Crisis on Two Earths (2010),Action|Animation|Sci-Fi,Sam Liu| Lauren Montgomery,William Baldwin| Mark Harmon| Chris Noth| Gina Torres
104457,You're Next (2011),Horror|Thriller,Adam Wingard,Sharni Vinson| Nicholas Tucci| Wendy Glenn| AJ Bowen
104644,Maria Bamford: The Special Special Special! (2012),Comedy,Jordan Brady,Maria Bamford| Joel Bamford| Marilyn Bamford| Wayne Federman
104760,Getaway (2013),Action|Crime,Courtney Solomon,Ethan Hawke| Selena Gomez| Jon Voight| Rebecca Budig
104780,Mystery of the Third Planet, The (Tayna tretey planety) (1981),Adventure|Animation|Sci-Fi,Roman Kachanov| Glenn Stanton,Olga Gromova| Vsevolod Larionov| Yuriy Volyntsev| Vasiliy Livanov
104837,Rage of Honor (1987),Action|Crime,Gordon Hessler,Shô Kosugi| Lewis Van Bergen| Robin Evans| Gerry Gibson
104841,Gravity (2013),Action|Sci-Fi|IMAX,Alfonso Cuarón,Sandra Bullock| George Clooney| Ed Harris| Orto Ignatiussen
104863,What If (2013),Comedy|Drama|Romance,Michael Dowse,Daniel Radcliffe| Zoe Kazan| Megan Park| Adam Driver
104875,History of Future Folk, The (2012),Adventure|Comedy|Musical|Sci-Fi,John Mitchell| Jeremy Kipp Walker,Nils d'Aulaire| Jay Klaitz| Julie Ann Emery| April Hernandez Castillo
104879,Prisoners (2013),Drama|Mystery|Thriller,Denis Villeneuve,Hugh Jackman| Jake Gyllenhaal| Viola Davis| Maria Bello
104906,Austenland (2013),Comedy|Romance,Jerusha Hess,Keri Russell| JJ Feild| Bret McKenzie| Jennifer Coolidge
104908,Insidious: Chapter 2 (2013),Horror|Thriller,James Wan,Patrick Wilson| Rose Byrne| Barbara Hershey| Lin Shaye
104913,Rush (2013),Action|Drama,Ron Howard,Chris Hemsworth| Daniel Brühl| Olivia Wilde| Alexandra Maria Lara
104925,Family, The (2013),Action|Comedy|Crime,Luc Besson,Robert De Niro| Michelle Pfeiffer| Dianna Agron| John D'Leo
104944,Short Term 12 (2013),Drama,Destin Daniel Cretton,Brie Larson| John Gallagher Jr
105020,Collision Course (1989),Action|Comedy|Thriller,Lewis Teague,Pat Morita| Jay Leno| Chris Sarandon| Tom Noonan
105037,To Do List, The (2013),Comedy,Maggie Carey,Aubrey Plaza| Johnny Simmons| Bill Hader| Alia Shawkat
105121,Inescapable (2012),Action|Drama|War,Ruba Nadda,Alexander Siddig| Marisa Tomei| Joshua Jackson| Oded Fehr
105197,Nebraska (2013),Adventure|Drama,Alexander Payne,Bruce Dern| Will Forte| June Squibb| Bob Odenkirk
105211,Enough Said (2013),Comedy|Drama|Romance,Nicole Holofcener,Julia Louis-Dreyfus| Lennie Loftin| Jessica St
105213,Don Jon (2013),Comedy|Drama|Romance,Joseph Gordon-Levitt,Joseph Gordon-Levitt| Scarlett Johansson| Julianne Moore| Tony Danza
105246,Mood Indigo (L'écume des jours) (2013),Drama|Fantasy,Michel Gondry,Romain Duris| Audrey Tautou| Gad Elmaleh| Omar Sy
105250,Century of the Self, The (2002),Documentary,,
105254,Crystal Fairy & the Magical Cactus and 2012 (2013),Adventure|Comedy,Sebastián Silva,Michael Cera| Gaby Hoffmann| Juan Andrés Silva| Agustín Silva
105325,Bad Milo (Bad Milo!) (2013),Comedy|Horror,Jacob Vaughan,Ken Marino| Gillian Jacobs| Mary Kay Place| Claudia Choi
105351,Runner Runner (2013),Crime|Drama|Thriller,Brad Furman,Justin Timberlake| Ben Affleck| Gemma Arterton| Anthony Mackie
105355,Blue Is the Warmest Color (La vie d'Adèle) (2013),Drama|Romance,Abdellatif Kechiche,Léa Seydoux| Adèle Exarchopoulos| Salim Kechiouche| Aurélien Recoing
105468,Cloudy with a Chance of Meatballs 2 (2013),Animation|Children|Comedy|Fantasy,Cody Cameron| Kris Pearn,Bill Hader| Anna Faris| James Caan| Will Forte
105504,Captain Phillips (2013),Adventure|Drama|Thriller|IMAX,Paul Greengrass,Tom Hanks| Catherine Keener| Barkhad Abdi| Barkhad Abdirahman
105540,All Dogs Christmas Carol, An (1998),Animation|Children|Comedy|Musical,Paul Sabella| Gary Selvaggio,Ernest Borgnine| Dom DeLuise| Sheena Easton| Taylor Emerson
105585,Machete Kills (Machete 2) (2013),Action|Crime|Thriller,Robert Rodriguez,Danny Trejo| Mel Gibson| Demián Bichir| Amber Heard
105593,Filth (2013),Comedy|Crime|Drama,Jon S. Baird,James McAvoy| Jamie Bell| Eddie Marsan| Imogen Poots
105653,Escape Plan (2013),Action|Mystery|Thriller,Mikael Håfström,Sylvester Stallone| Arnold Schwarzenegger| Jim Caviezel| Faran Tahir
105720,Thief of Paris, The (Le voleur) (1967),Comedy|Crime|Drama,Louis Malle,Jean-Paul Belmondo| Geneviève Bujold| Marie Dubois| Julien Guiomar
105731,Carrie (2013),Drama|Horror,Kimberly Peirce,Julianne Moore| Chloë Grace Moretz| Gabriella Wilde| Portia Doubleday
105746,UnHung Hero (2013),Documentary,Brian Spitz,Patrick Moote| Wendy Suzann Miller| Axel Braun| Jonah Falcon
105755,Counselor, The (2013),Crime|Drama|Thriller,Ridley Scott,Michael Fassbender| Penélope Cruz| Cameron Diaz| Javier Bardem
105801,Escape From Tomorrow (2013),Drama|Fantasy|Horror,Randy Moore,Roy Abramsohn| Elena Schuber| Katelynn Rodriguez| Jack Dalton
105835,Double, The (2013),Comedy|Drama|Thriller,Richard Ayoade,Jesse Eisenberg| Mia Wasikowska| Wallace Shawn| Yasmin Paige
105844,12 Years a Slave (2013),Drama,Steve McQueen,Chiwetel Ejiofor| Dwight Henry| Dickie Gravois| Bryan Batt
105954,All Is Lost (2013),Action|Adventure|Drama,J.C. Chandor,Robert Redford
106002,Ender's Game (2013),Action|Adventure|Sci-Fi|IMAX,Gavin Hood,Asa Butterfield| Harrison Ford| Hailee Steinfeld| Abigail Breslin
106062,Jackass Presents: Bad Grandpa (2013),Comedy,Jeff Tremaine,Johnny Knoxville| Jackson Nicoll| Gregorio| Georgina Cates
106072,Thor: The Dark World (2013),Action|Adventure|Fantasy|IMAX,Alan Taylor,Chris Hemsworth| Natalie Portman| Tom Hiddleston| Anthony Hopkins
106100,Dallas Buyers Club (2013),Drama,Jean-Marc Vallée,Matthew McConaughey| Jennifer Garner| Jared Leto| Denis O'Hare
106144,Selfish Giant, The (2013),Drama,Clio Barnard,Conner Chapman| Shaun Thomas| Ralph Ineson| Ian Burfield
106330,Last Vegas (2013),Comedy|Drama|Romance,Jon Turteltaub,Michael Douglas| Robert De Niro| Morgan Freeman| Kevin Kline
106438,Philomena (2013),Comedy|Drama,Stephen Frears,Judi Dench| Steve Coogan| Sophie Kennedy Clark| Mare Winningham
106441,Book Thief, The (2013),Children|Drama|War,Brian Percival,Roger Allam| Sophie Nélisse| Heike Makatsch| Julian Lehmann
106487,The Hunger Games: Catching Fire (2013),Action|Adventure|Sci-Fi|IMAX,Francis Lawrence,Jennifer Lawrence| Liam Hemsworth| Jack Quaid| Taylor St
106489,Hobbit: The Desolation of Smaug, The (2013),Adventure|Fantasy|IMAX,Peter Jackson,Ian McKellen| Martin Freeman| Richard Armitage| Ken Stott
106491,47 Ronin (2013),Action|Adventure|Fantasy,Carl Rinsch,Keanu Reeves| Hiroyuki Sanada| Ko Shibasaki| Tadanobu Asano
106540,Delivery Man (2013),Comedy,Ken Scott,Vince Vaughn| Chris Pratt| Cobie Smulders| Andrzej Blumenfeld
106542,Charlie Countryman (2013),Action|Comedy|Romance,Fredrik Bond,Shia LaBeouf| Evan Rachel Wood| Mads Mikkelsen| Til Schweiger
106594,Red Flag (2012),Comedy|Drama|Romance,Alex Karpovsky,Dustin Guy Defa| Alex Karpovsky| Keith Poulson| Jennifer Prediger
106642,Day of the Doctor, The (2013),Adventure|Drama|Sci-Fi,Nick Hurran,Matt Smith| David Tennant| John Hurt| Christopher Eccleston
106648,Guilty of Romance (Koi no tsumi) (2011) ,Crime|Drama|Horror,Sion Sono,Miki Mizuno| Makoto Togashi| Megumi Kagurazaka| Kazuya Kojima
106696,Frozen (2013),Adventure|Animation|Comedy|Fantasy|Musical|Romance,Chris Buck| Jennifer Lee,Kristen Bell| Idina Menzel| Jonathan Groff| Josh Gad
106766,Inside Llewyn Davis (2013),Drama,Ethan Coen| Joel Coen,Oscar Isaac| Carey Mulligan| Justin Timberlake| Ethan Phillips
106782,Wolf of Wall Street, The (2013),Comedy|Crime|Drama,Martin Scorsese,Leonardo DiCaprio| Jonah Hill| Margot Robbie| Matthew McConaughey
106785,Homefront (2013),Action|Crime|Thriller,Gary Fleder,Jason Statham| James Franco| Izabela Vidovic| Kate Bosworth
106839,Mandela: Long Walk to Freedom (2013),Drama,Justin Chadwick,Idris Elba| Naomie Harris| Tony Kgoroge| Riaad Moosa
106873,Evangelion: 3.0 You Can (Not) Redo (2012),Action|Animation|Drama,Mahiro Maeda| Masayuki| Kazuya Tsurumaki| Hideaki Anno| Joe Fria,Megumi Ogata| Megumi Hayashibara| Yûko Miyamura| Maaya Sakamoto
106883,All is Bright (2013),Comedy|Drama,Phil Morrison,Paul Giamatti| Paul Rudd| Sally Hawkins| Amy Landecker
106889,Tim's Vermeer (2013),Documentary,Teller,Tim Jenison| Penn Jillette| Martin Mull| Philip Steadman
106916,American Hustle (2013),Crime|Drama,David O. Russell,Christian Bale| Bradley Cooper| Amy Adams| Jeremy Renner
106918,Secret Life of Walter Mitty, The (2013),Adventure|Comedy|Drama,Ben Stiller,Ben Stiller| Kristen Wiig| Jon Daly| Kathryn Hahn
106920,Her (2013),Drama|Romance|Sci-Fi,Spike Jonze,Joaquin Phoenix| Lynn Adrianna Freedman| Lisa Renee Pitts| Gabe Gomez
106927,RoboGeisha (Robo-geisha) (2009),Action|Comedy|Sci-Fi,Noboru Iguchi,Aya Kiguchi| Hitomi Hasebe| Takumi Saitoh| Etsuko Ikuta
107013,Christmas Carol, A (1977),Drama|Fantasy,Moira Armstrong,Michael Hordern| John Le Mesurier| Bernard Lee| Patricia Quinn
107069,Lone Survivor (2013),Action|Drama|Thriller|War,Peter Berg,Mark Wahlberg| Taylor Kitsch| Emile Hirsch| Ben Foster
107141,Saving Mr. Banks (2013),Comedy|Drama,John Lee Hancock,Emma Thompson| Tom Hanks| Annie Rose Buckley| Colin Farrell
107159,Zatoichi and the Chest of Gold (Zatôichi senryô-kubi) (Zatôichi 6) (1964),Action|Drama,Kazuo Ikehiro,Shintarô Katsu| Shôgo Shimada| Mikiko Tsubouchi| Machiko Hasegawa
107314,Oldboy (2013),Action|Drama|Mystery,Spike Lee,Josh Brolin| Elizabeth Olsen| Sharlto Copley| Samuel L
107338,Dampfnudelblues (2013),Comedy|Crime,Ed Herzog,Sebastian Bezzel| Ilse Neubauer| Eisi Gulp| Simon Schwarz
107348,Anchorman 2: The Legend Continues (2013),Comedy,Adam McKay,Will Ferrell| Steve Carell| Paul Rudd| David Koechner
107406,Snowpiercer (2013),Action|Drama|Sci-Fi,Bong Joon Ho,Chris Evans| Song Kang-ho| Ed Harris| John Hurt
107408,Only Old Men Are Going to Battle (V boy idut odni stariki) (1973),Comedy|Drama|War,Leonid Bykov,Leonid Bykov| Sergey Podgornyy| Sergei Ivanov| Rustam Sagdullaev
107410,Guest from the Future (Gostya iz buduschego) (1985),Adventure|Drama|Sci-Fi,,
107412,Kidnapping, Caucasian Style (Kavkazskaya plennitsa) (1967),Comedy|Romance,Leonid Gaidai,Aleksandr Demyanenko| Natalya Varley| Vladimir Etush| Frunzik Mkrtchyan
107436,Haunter (2013),Horror|Mystery|Thriller,Vincenzo Natali,Abigail Breslin| Peter Outerbridge| Michelle Nolden| Stephen McHattie
107447,Wrong Cops (2013),Comedy|Crime,Quentin Dupieux,Mark Burnham| Eric Judor| Agnes Bruckner| Kurt Fuller
107449,Muppet Christmas: Letters to Santa, A (2008),Children|Comedy,Kirk R. Thatcher,Steve Whitmire| Dave Goelz| Bill Barretta| Eric Jacobson
107462,Ninja: Shadow of a Tear (2013),Action|Crime|Thriller,Isaac Florentine,Scott Adkins| Kane Kosugi| Mika Hijii| Markus Waldow
107565,Fuck You, Goethe (Fack Ju Göhte) (2013),Comedy,Bora Dagtekin,Elyas M'Barek| Karoline Herfurth| Katja Riemann| Jana Pallaske
107630,High School (2010),Comedy,John Stalberg Jr.,Adrien Brody| Sean Marquette| Matt Bush| Colin Hanks
107702,Grudge Match (2013),Comedy,Peter Segal,Jim Lampley| Sylvester Stallone| Robert De Niro| Rich Little
107723,Highlander: The Search for Vengeance (2007),Action|Adventure|Fantasy,Yoshiaki Kawajiri| Takuji Endo,Alistair Abell| Debi Mae West| Nolan North| Scott McNeil
107771,Only Lovers Left Alive (2013),Drama|Horror|Romance,Jim Jarmusch,Tilda Swinton| Tom Hiddleston| Anton Yelchin| Mia Wasikowska
107780,Cats (1998),Musical,David Mallet,Elaine Paige| John Mills| Ken Page| Rosemarie Ford
107846,MacGyver: Trail to Doomsday (1994),Action|Adventure,Charles Correll,Richard Dean Anderson| Beatie Edney| Peter Egan| Alun Armstrong
107945,Bad Karma (2012),Thriller,Suri Krishnamma,Ray Liotta| Dominic Purcell| Aaron Pedersen| Andy McPhee
107951,Hunting Elephants (2013),Comedy|Crime,Reshef Levi,Sasson Gabay| Moni Moshonov| Patrick Stewart| Gil Blank
107953,Dragon Ball Z: Battle of Gods (2013),Action|Animation|Fantasy|IMAX,Masahiro Hosoda,Masako Nozawa| Hiromi Tsuru| Ryô Horikawa| Masaharu Satô
107962,Freezer (2014),Action|Thriller,Mikael Salomon,Dylan McDermott| Yulia Snigir| Peter Facinelli| Andrey Ivchenko
107997,We Are What We Are (2013),Drama|Horror|Mystery|Thriller,Jim Mickle,Kassie Wesley DePaiva| Laurent Rejto| Julia Garner| Ambyr Childers
107999,Dragon ball Z 04: Lord Slug (1991),Animation|Children,Mitsuo Hashimoto,Masako Nozawa| Toshio Furukawa| Mayumi Tanaka| Hiromi Tsuru
108078,Chinese Puzzle (Casse-tête chinois) (2013),Comedy|Romance,Cédric Klapisch,Romain Duris| Audrey Tautou| Cécile de France| Kelly Reilly
108090,Dragon Ball: The Path to Power (Doragon bôru: Saikyô e no michi) (1996),Action|Adventure|Animation|Children,Shigeyasu Yamauchi,Masako Nozawa| Hiromi Tsuru| Naoki Tatsuta| Naoko Watanabe
108156,Ride Along (2014),Action|Comedy,Tim Story,Ice Cube| Kevin Hart| John Leguizamo| Bruce McGill
108188,Jack Ryan: Shadow Recruit (2014),Action|Drama|Thriller|IMAX,Kenneth Branagh,Chris Pine| Keira Knightley| Kevin Costner| Kenneth Branagh
108190,Divergent (2014),Adventure|Romance|Sci-Fi|IMAX,Neil Burger,Shailene Woodley| Theo James| Ashley Judd| Jai Courtney
108192,Hotel Chevalier (Part 1 of 'The Darjeeling Limited') (2007),Drama,Wes Anderson,Jason Schwartzman| Natalie Portman| Waris Ahluwalia| Michel Castejon
108540,Ernest & Célestine (Ernest et Célestine) (2012),Adventure|Animation|Children|Comedy|Drama|Romance,Stéphane Aubier| Vincent Patar| Benjamin Renner,Lambert Wilson| Pauline Brunner| Anne-Marie Loop| Patrice Melennec
108601,Drift (2013),Drama,Ben Nott| Morgan O'Neill,Myles Pollard| Xavier Samuel| Sam Worthington| Lesley-Ann Brandt
108689,I, Frankenstein (2014),Action|Fantasy|Sci-Fi|IMAX,Stuart Beattie,Aaron Eckhart| Yvonne Strahovski| Miranda Otto| Bill Nighy
108715,Better Living Through Chemistry (2014),Comedy|Drama,Geoff Moore| David Posamentier,Sam Rockwell| Olivia Wilde| Michelle Monaghan| Jane Fonda
108727,Nymphomaniac: Volume I (2013),Drama,Lars von Trier,Charlotte Gainsbourg| Stellan Skarsgård| Stacy Martin| Shia LaBeouf
108729,Enemy (2013),Mystery|Thriller,Denis Villeneuve,Jake Gyllenhaal| Mélanie Laurent| Sarah Gadon| Isabella Rossellini
108795,Wonder Woman (2009),Action|Adventure|Animation|Fantasy,Lauren Montgomery,Keri Russell| Nathan Fillion| Alfred Molina| Rosario Dawson
108928,Monuments Men, The (2014),Action|Drama|War,George Clooney,George Clooney| Matt Damon| Bill Murray| Cate Blanchett
108932,The Lego Movie (2014),Action|Adventure|Animation|Children|Comedy|Fantasy,Phil Lord| Christopher Miller,Will Arnett| Elizabeth Banks| Craig Berry| Alison Brie
108945,RoboCop (2014),Action|Crime|Sci-Fi|IMAX,José Padilha,Joel Kinnaman| Gary Oldman| Michael Keaton| Abbie Cornish
108949,Art of the Steal, The (2013),Crime,Jonathan Sobol,Kurt Russell| Matt Dillon| Jay Baruchel| Kenneth Welsh
108981,Nymphomaniac: Volume II (2013),Drama|Mystery,Lars von Trier,Charlotte Gainsbourg| Stellan Skarsgård| Stacy Martin| Shia LaBeouf
109042,Knights of Badassdom (2013),Adventure|Comedy|Fantasy,Joe Lynch,D
109161,Venus in Fur (La Vénus à la fourrure) (2013),Drama,Roman Polanski,Emmanuelle Seigner| Mathieu Amalric
109183,Date and Switch (2014),Comedy,Chris Nelson,Quinn Lord| Nick Offerman| Gary Cole| Megan Mullally
109187,Zero Theorem, The (2013),Drama|Fantasy|Sci-Fi,Terry Gilliam,Christoph Waltz| Gwendoline Christie| Rupert Friend| Ray Cooper
109191,Winter's Tale (2014),Drama|Fantasy|Mystery,Akiva Goldsman,Colin Farrell| Matt Bomer| Lucy Griffiths| Michael Crane
109241,On the Other Side of the Tracks (De l'autre côté du périph) (2012),Action|Comedy|Crime,David Charhon,Omar Sy| Laurent Lafitte| Sabrina Ouazani| Lionel Abelanski
109282,GLOW: The Story of the Gorgeous Ladies of Wrestling (2012),Documentary,Brett Whitcomb,Emily Dole| Dee Booher| Larry Whistler| Tracee Meltzer
109295,Cold Comes the Night (2013),Crime|Drama|Thriller,Tze Chun,Alice Eve| Ursula Parker| Logan Marshall-Green| Sarah Sokolovic
109313,Chouchou (2003),Comedy,Merzak Allouache,Gad Elmaleh| Alain Chabat| Claude Brasseur| Roschdy Zem
109317,Someone Marry Barry (2014),Comedy,Rob Pearlstein,Tyler Labine| Damon Wayans Jr
109372,About Last Night (2014),Comedy|Romance,Steve Pink,Kevin Hart| Michael Ealy| Regina Hall| Joy Bryant
109374,Grand Budapest Hotel, The (2014),Comedy|Drama,Wes Anderson,Ralph Fiennes| F
109383,Oversimplification of Her Beauty, An (2012),Animation|Comedy|Drama|Romance,Terence Nance,Alisa Becher| Jc Cain| Namik Hawkins| Dexter Jones
109416,Bring It On: Fight to the Finish (2009),Comedy,Bille Woodruff,Christina Milian| Vanessa Born| Gabrielle Dennis| War Shazar
109483,That Awkward Moment (2014),Comedy|Romance,Tom Gormican,Zac Efron| Miles Teller| Michael B
109487,Interstellar (2014),Sci-Fi|IMAX,Christopher Nolan,Ellen Burstyn| Matthew McConaughey| Mackenzie Foy| John Lithgow
109569,3 Days to Kill (2014),Action|Crime|Drama,McG,Kevin Costner| Amber Heard| Hailee Steinfeld| Connie Nielsen
109576,Welcome to the Jungle (2013),Comedy,Rob Meltzer,Jean-Claude Van Damme| Adam Brody| Rob Huebel| Megan Boone
109578,Non-Stop (2014),Action|Mystery|Thriller,Jaume Collet-Serra,Liam Neeson| Julianne Moore| Scoot McNairy| Michelle Dockery
109596,Wrinkles (Arrugas) (2011),Animation|Drama,Ignacio Ferreras,Tacho González| Álvaro Guevara| Mabel Rivera| Raúl Dans
109633,Garden of Words, The (Koto no ha no niwa) (2013),Animation|Romance,Makoto Shinkai,Miyu Irino| Kana Hanazawa| Fumi Hirano| Gou Maeda
109673,300: Rise of an Empire (2014),Action|Drama|War|IMAX,Noam Murro,Sullivan Stapleton| Eva Green| Lena Headey| Hans Matheson
109687,Particle Fever (2013),Documentary,Mark Levinson,David Kaplan| Fabiola Gianotti| Sherwood Boehlert| Joel Hefley
109723,Bag Man, The (2014),Crime|Drama|Thriller,David Grovic,John Cusack| Rebecca Da Costa| Robert De Niro| Crispin Glover
109846,Mr. Peabody & Sherman (2014),Adventure|Animation|Comedy,Rob Minkoff,Ty Burrell| Max Charles| Lauri Fraser| Guillaume Aretos
109848,Under the Skin (2013),Horror|Sci-Fi|Thriller,Jonathan Glazer,Scarlett Johansson| Jeremy McWilliams| Lynsey Taylor Mackay| Dougie McConnell
109850,Need for Speed (2014),Action|Crime|Drama|IMAX,Scott Waugh,Aaron Paul| Dominic Cooper| Imogen Poots| Kid Cudi
109853,Barefoot (2014),Comedy|Drama|Romance,Andrew Fleming,Evan Rachel Wood| Scott Speedman| Treat Williams| Kate Burton
109864,Veronica Mars (2014),Comedy|Crime|Drama,Rob Thomas,Kristen Bell| Jason Dohring| Enrico Colantoni| Christopher Lowell
109895,Bad Words (2013),Comedy,Jason Bateman,Jason Bateman| Kathryn Hahn| Rohan Chand| Philip Baker Hall
109897,Son of God (2014),Drama,Christopher Spencer,Diogo Morgado| Greg Hicks| Adrian Schiller| Darwin Shaw
109941,Puss in Boots: The Three Diablos (2012),Animation|Comedy,Raman Hui,Antonio Banderas| Gilles Marini| Charlotte Newhouse| Chris Miller
109968,Why Don't You Play In Hell? (Jigoku de naze warui) (2013),Action|Drama,Sion Sono,Jun Kunimura| Fumi Nikaidô| Shin'ichi Tsutsumi| Hiroki Hasegawa
109971,Ocho apellidos vascos (2014),Comedy,Emilio Martínez Lázaro,Clara Lago| Dani Rovira| Carmen Machi| Karra Elejalde
110102,Captain America: The Winter Soldier (2014),Action|Adventure|Sci-Fi|IMAX,Anthony Russo| Joe Russo,Chris Evans| Samuel L
110127,Noah (2014),Adventure|Drama|IMAX,Darren Aronofsky,Russell Crowe| Jennifer Connelly| Ray Winstone| Anthony Hopkins
110130,Nut Job, The (2014),Adventure|Animation|Children|Comedy,Peter Lepeniotis,Will Arnett| Brendan Fraser| Liam Neeson| Katherine Heigl
110281,King of Comedy (Hei kek ji wong) (1999),Comedy|Drama|Romance,Stephen Chow| Lik-Chi Lee,Stephen Chow| Karen Mok| Cecilia Cheung| Man-Tat Ng
110286,13 Sins (2014),Horror|Thriller,Daniel Stamm,Mark Webber| Devon Graye| Tom Bower| Rutina Wesley
110297,Muppets Most Wanted (2014),Adventure|Comedy|Crime,James Bobin,Ricky Gervais| Ty Burrell| Tina Fey| Steve Whitmire
110330,Me and you (io e te) (2012),Drama,Bernardo Bertolucci,Jacopo Olmo Antinori| Tea Falco| Sonia Bergamasco| Veronica Lazar
110350,Free to Play (2014),Documentary,Valve,Benedict Lim| Clinton Loomis| Danil Ishutin| Edwin Leong
110387,Unknown Known, The (2013),Documentary,Errol Morris,Donald Rumsfeld| Errol Morris
110501,The Raid 2: Berandal (2014),Action|Crime|Thriller,Gareth Evans,Iko Uwais| Arifin Putra| Tio Pakusadewo| Oka Antara
110541,Brain Smasher... A Love Story (Bouncer and the Lady, The) (1993),Action|Comedy,Albert Pyun,Andrew Dice Clay| Teri Hatcher| Yuji Okumoto| Deborah Van Valkenburgh
110553,The Amazing Spider-Man 2 (2014),Action|Sci-Fi|IMAX,Marc Webb,Andrew Garfield| Emma Stone| Jamie Foxx| Dane DeHaan
110586,Calvary (2014),Comedy|Drama,John Michael McDonagh,Brendan Gleeson| Chris O'Dowd| Kelly Reilly| Aidan Gillen
110591,Oculus (2013),Horror,Mike Flanagan,Karen Gillan| Brenton Thwaites| Katee Sackhoff| Rory Cochrane
110603,God's Not Dead (2014),Drama,Harold Cronk| Sreehari Purimetla,Kevin Sorbo| Shane Harper| David A
110611,Cold in July (2014),Drama|Thriller,Jim Mickle,Vinessa Shaw| Michael C
110655,Rio 2 (2014),Adventure|Animation|Children|Comedy,Carlos Saldanha,Jake T
110669,Honest Liar, An (2014),Comedy|Documentary,Tyler Measom| Justin Weinstein,James Randi| José Alvarez| Penn Jillette| Teller
110718,Fading Gigolo (2013),Comedy,John Turturro,John Turturro| Woody Allen| Vanessa Paradis| Liev Schreiber
